User_id;Book_Id;Rating
15;671519980;3
15;486276805;3
15;807066818;3
15;1411665309;5
15;1890771481;1
15;812538838;1
15;143038311;3
15;6280935;1
15;091827382X;1
15;60554738;4
15;413772780;2
15;345414004;3
15;1576753514;5
15;792253140;3
15;441004997;5
15;374525110;5
15;140186123;5
15;671732528;1
15;312267177;1
15;687002826;5
15;761501665;4
15;486281221;4
15;552998001;2
15;553583166;1
15;743487567;3
15;330334689;1
15;486427595;1
15;60245603;1
15;60959037;5
16;553157272;5
16;740720120;5
16;3895086908;3
16;440235162;4
16;1841491837;3
16;764586017;1
16;393048853;5
16;60652853;2
16;075821409X;4
16;872207366;4
16;316907928;1
16;812969634;3
16;842360611;2
16;1840681128;1
16;60564784;1
16;140447261;4
16;553560689;3
16;312425864;3
16;872201937;1
16;310217601;2
16;814317324;5
16;969876742;2
16;241142466;2
16;446579629;2
16;006440336X;1
16;805069372;2
16;1880393336;1
16;744520053;1
16;671743058;5
16;307275736;3
17;440322278;1
17;520204956;4
17;517543052;1
17;60590270;3
17;451207149;4
17;520244958;5
17;195023668;2
17;446608602;5
17;1841493554;4
17;141005343;1
17;60584025;3
17;822216310;5
17;895260786;1
17;446691860;5
17;1889032204;2
17;60936665;1
17;1857024079;5
17;451528824;3
17;198320272;4
17;61131520;1
17;671039741;4
17;688153879;1
17;786818727;4
17;60845309;5
17;1582293082;4
17;743487559;1
17;1400032954;5
17;805078983;5
17;61150142;3
17;075660592X;2
18;399154000;5
18;156031639;1
18;552771236;2
18;140449329;2
18;141000589;4
18;684804425;5
18;141187883;3
18;192834401;4
18;590321145;5
18;1569719608;5
18;684867427;1
18;671742515;5
18;806524278;1
18;375727388;1
18;192835092;3
18;60782137;4
18;380817934;4
18;185715133X;5
18;312273223;1
18;743449029;3
18;671867423;3
18;140771972;2
18;99410389;3
18;99449862;4
18;140140824;1
18;1857880781;5
18;786890916;3
18;1582346100;1
18;055356997X;5
18;713998946;1
19;1569719624;4
19;1400041279;3
19;671024183;4
19;345461584;3
19;1842122924;4
19;743406567;5
19;60177241;1
19;1400032385;2
19;1589880021;1
19;679749845;3
19;312935757;4
19;1400030064;5
19;812505778;2
19;140714545;5
19;307266613;3
19;60839783;3
19;306813688;1
19;312861877;1
19;64434982;3
19;1557424292;2
19;1582346100;4
19;199264791;4
19;812975936;2
19;1844670554;2
19;345461614;1
19;60094931;2
19;743418719;2
19;312932782;5
19;006001234X;1
19;64404897;5
20;340837950;4
20;60545844;1
20;451406281;1
20;805080511;4
20;786816155;2
20;055358295X;3
20;140320431;1
20;393315088;2
20;316172324;2
20;679737111;5
20;843949740;3
20;226424154;5
20;142501182;4
20;1400052386;5
20;1400079276;3
20;1416500332;1
20;385604831;5
20;99498634;4
20;156260360;3
20;786851155;1
20;679722947;5
20;030680932X;5
20;671025708;1
20;7119356;2
20;312321198;4
20;425210383;5
20;425198685;5
20;312876629;4
20;743203585;1
20;425196739;1
21;684867486;1
21;013187165X;1
21;140435190;1
21;312873115;1
21;316831301;5
21;156453800;1
21;312354959;1
21;006441034X;1
21;1400079098;1
21;375706364;1
21;743272501;2
21;553377760;1
21;1563896001;4
21;465081428;3
21;1594865671;1
21;61139378;5
21;553381342;4
21;451208706;3
21;810111136;2
21;936197447;3
21;816639825;2
21;142402931;4
21;872206033;1
21;375826882;3
21;1402732988;1
21;312194390;4
21;743272498;1
21;393322106;1
21;767915062;2
21;141690817X;4
22;486256421;3
22;812975219;3
22;312151225;1
22;60976101;1
22;701179791;2
22;449218473;4
22;7162995;2
22;822215020;3
22;014044307X;4
22;446608890;2
22;7136587;1
22;1844580512;3
22;425191192;3
22;312865767;4
22;875428320;4
22;822002965;1
22;60090375;5
22;446600709;2
22;64401685;1
22;1592441122;3
22;441581056;2
22;158663822X;1
22;452281326;5
22;425164179;2
22;761417133;1
22;804114609;2
22;575076267;4
22;385313616;5
22;674991842;4
22;809015560;1
23;60506040;5
23;345478258;1
23;61020575;1
23;385336101;4
23;1558492763;5
23;192832603;5
23;393924289;1
23;634041126;4
23;684801531;1
23;803266553;4
23;155652398X;1
23;804111642;4
23;60973331;4
23;7111509;4
23;767923065;2
23;60093749;1
23;393316025;1
23;312861877;3
23;743499263;3
23;375708219;1
23;767916913;1
23;765316641;3
23;521532477;1
23;1592289800;4
23;886774268;4
23;752858629;1
23;044101237X;2
23;486274284;1
23;385492243;5
23;520072383;3
24;756615518;1
24;307345971;2
24;385732538;1
24;842342702;2
24;140286276;3
24;60922559;4
24;140128468;2
24;803266553;5
24;385339690;3
24;425164179;2
24;373638523;5
24;60521228;1
24;1594865671;1
24;802133118;3
24;140018328;4
24;7171994;5
24;747268479;5
24;877887268;3
24;684865521;3
24;1569709084;4
24;671027638;5
24;552154288;4
24;765342529;2
24;743435389;1
24;60973331;3
24;1580931774;3
24;261102427;2
24;553273914;5
24;312890389;1
24;60919884;1
25;1841492051;5
25;1400077273;5
25;253202175;5
25;192822756;3
25;553274910;1
25;812555104;3
25;763632163;3
25;812974921;2
25;375408274;1
25;766144739;3
25;7154844;5
25;1400095085;1
25;743456815;2
25;385474016;1
25;976249871;3
25;99283220;4
25;600601161;3
25;1931082545;3
25;842332294;4
25;7119356;3
25;1862301387;2
25;321209184;5
25;553576372;5
25;439651395;1
25;465081436;5
25;312873115;2
25;393963047;1
25;140817786;1
25;156029022;3
25;1590300068;4
26;1570614598;5
26;679734783;3
26;743417348;2
26;812930347;2
26;451530152;5
26;425213617;3
26;1565121821;1
26;7116268;3
26;425169693;4
26;072254040X;1
26;192832433;3
26;764586718;3
26;192803468;4
26;778324311;4
26;767908201;3
26;60731303;4
26;767914228;1
26;806115602;4
26;140285970;1
26;140288481;3
26;495006858;3
26;445405562;4
26;471705225;5
26;340774770;2
26;394758285;4
26;037572530X;1
26;751506451;4
26;1400047862;1
26;446617792;4
26;452284988;4
27;385495323;3
27;159448175X;1
27;075660592X;5
27;061877355X;2
27;521539811;4
27;312861877;3
27;684804425;4
27;451528824;5
27;743271327;3
27;140250913;1
27;1586631985;3
27;764585681;3
27;1857231104;4
27;300101058;5
27;60527986;5
27;192835092;2
27;1593761228;1
27;140447261;4
27;439411378;2
27;765357666;3
27;789313502;5
27;451205553;4
27;345417968;3
27;7120818;2
27;816638632;1
27;1589971280;5
27;64434877;1
27;1421506297;4
27;756615518;5
27;312420145;4
28;395706742;2
28;345483197;2
28;747564175;1
28;843947462;1
28;824522524;5
28;345487621;4
28;1890447161;2
28;006092960X;4
28;307237907;4
28;425207757;3
28;486280233;5
28;439440033;4
28;743471326;4
28;812971426;5
28;140445226;3
28;141439513;1
28;805063897;2
28;689845367;1
28;751504386;5
28;141000589;1
28;195300920;2
28;743470796;3
28;142002887;5
28;1579546463;4
28;006057058X;2
28;1593077092;1
28;1400076854;4
28;99458268;3
28;99462257;5
28;446579785;3
29;141007451;5
29;842356223;5
29;140503447;3
29;812969634;3
29;61145394;2
29;1593076274;4
29;439507227;3
29;140003292X;2
29;037328523X;2
29;60936509;2
29;812974921;2
29;307264890;5
29;449005577;5
29;140272022X;2
29;1416903437;5
29;425164179;5
29;806523794;2
29;399154191;1
29;440229316;3
29;64409902;4
29;312426119;5
29;140433392;3
29;345444884;1
29;068987040X;5
29;006109398X;2
29;1565482018;2
29;393308197;4
29;553588265;1
29;99461269;1
29;61127914;4
30;761929940;1
30;1857028155;1
30;1585675172;4
30;425169693;5
30;802141900;4
30;1580624596;5
30;143038311;5
30;787960756;2
30;192832972;1
30;310264138;1
30;486419258;5
30;743454537;4
30;345442121;3
30;886776619;2
30;1740597621;5
30;312265050;1
30;1741045916;1
30;843949740;3
30;140445501;2
30;6280935;5
30;440421705;3
30;014044789X;5
30;413735907;3
30;192801732;1
30;156030306;1
30;014027782X;5
30;767920740;2
30;767905202;5
30;1572307021;3
30;930588797;3
31;192807293;2
31;446604232;3
31;446601853;3
31;375823786;1
31;156949601;5
31;1579126243;4
31;743457625;2
31;440936853;4
31;1401210015;1
31;1414306342;3
31;812575601;1
31;91894603;5
31;1577312058;5
31;042518448X;1
31;312932804;4
31;60753633;4
31;052138673X;5
31;679867120;5
31;679731180;5
31;821778064;3
31;446670782;3
31;192752537;5
31;60730552;1
31;60511109;4
31;1400043468;2
31;821221876;4
31;1841492051;2
31;670037605;4
31;446604402;5
31;226321320;3
32;691037795;1
32;842332367;2
32;1579126235;1
32;030680882X;3
32;60922559;5
32;753814412;2
32;671704648;4
32;486437965;2
32;767906284;3
32;99771810;5
32;618711651;3
32;684867486;4
32;618586458;5
32;345396707;1
32;449005577;3
32;140159959;1
32;000711933X;1
32;670910619;2
32;451170113;2
32;1593077092;1
32;1932857087;4
32;140307370;5
32;435233076;3
32;141187883;5
32;393098214;5
32;553280872;2
32;345461673;5
32;747541604;3
32;7121016;4
32;031287751X;1
33;375727272;5
33;345457692;4
33;1590170709;5
33;1400032385;4
33;765341298;4
33;030680932X;4
33;688154727;5
33;99458268;5
33;752851802;2
33;312274920;3
33;1741044766;5
33;805359095;4
33;1857237641;4
33;306805626;2
33;330487108;4
33;1576753514;4
33;679867120;5
33;553271091;5
33;1565840399;2
33;385321988;1
33;590428888;5
33;691102570;4
33;520231511;2
33;471272426;4
33;141309407;3
33;1843607409;3
33;1579126243;5
33;1892284731;1
33;766144739;2
33;373632444;3
34;380803275;1
34;1589880021;2
34;575076267;1
34;345457692;1
34;812694554;2
34;140449094;2
34;802141900;4
34;1600100295;1
34;199205647;3
34;312971397;4
34;330351699;1
34;039330700X;4
34;99481243;1
34;590975005;4
34;140260021;3
34;756615518;1
34;787960756;4
34;671027123;3
34;671704648;3
34;038071082X;5
34;1405161604;1
34;039915373X;3
34;747266972;4
34;786714824;3
34;915811235;3
34;679776214;3
34;671878840;4
34;738528528;5
34;143035169;4
34;387987207;1
35;140157182;2
35;1400076196;5
35;385731841;3
35;1585100374;2
35;747575479;5
35;261103660;4
35;155709103X;2
35;312360118;5
35;1560254416;4
35;1890447161;1
35;141185368;5
35;691037388;5
35;451207149;2
35;684843129;3
35;718149297;4
35;240805410;4
35;786809604;4
35;192833073;1
35;023112189X;4
35;812522834;5
35;452275008;4
35;618181903;2
35;451412117;5
35;1420927329;1
35;312320191;5
35;60776099;3
35;037572530X;2
35;743456866;2
35;674802802;2
35;140442758;3
36;345437837;1
36;802135226;1
36;61137456;1
36;1400076196;5
36;20360754;4
36;312342519;5
36;140231579;2
36;1400040302;1
36;345476883;4
36;61094153;2
36;1857028155;3
36;312990693;5
36;067187778X;4
36;811828034;2
36;1592441122;3
36;61198757;3
36;375759867;2
36;375806709;2
36;310259665;1
36;307335852;2
36;019283780X;1
36;068483183X;1
36;039332107X;2
36;345476093;1
36;140396792X;4
36;009943752X;1
36;679847596;5
36;044669651X;2
36;043974685X;4
36;033043313X;5
37;60976721;4
37;99422697;4
37;006091646X;2
37;786937793;5
37;1401200680;5
37;1592572227;3
37;61196681;3
37;765341298;1
37;1561709336;4
37;765308703;3
37;679732543;5
37;891906797;3
37;60758767;3
37;1581348096;2
37;446696110;4
37;743227441;4
37;809530953;1
37;590488155;1
37;340425679;4
37;60548282;5
37;312940025;3
37;1585424994;5
37;141187883;3
37;521348889;5
37;552998761;5
37;143030906;4
37;486437965;1
37;393959058;3
37;142150541X;5
37;1421505053;1
38;1844130800;5
38;345422406;3
38;441248837;5
38;030680882X;2
38;520239326;5
38;312932804;1
38;1401212220;5
38;60851988;3
38;763626155;3
38;140436073;3
38;345476980;5
38;009947137X;3
38;975323113;5
38;674268636;5
38;131922165;3
38;786868694;4
38;60925752;1
38;60987324;3
38;465031269;5
38;99461269;1
38;1595542329;4
38;374524920;5
38;60506040;5
38;939682044;5
38;765341174;4
38;812532619;1
38;787967416;5
38;747264864;4
38;425203891;3
38;226134342;3
39;1933648279;2
39;1840681128;3
39;743499093;5
39;441012523;4
39;044669567X;5
39;446578843;5
39;140196099;1
39;618346252;4
39;312306342;4
39;156260387;5
39;1861974426;3
39;439440033;3
39;606349154;5
39;330340328;4
39;976694026;2
39;192840940;2
39;082942122X;2
39;60521996;4
39;143036971;5
39;486434141;4
39;316912123;5
39;1593080387;5
39;745635326;5
39;743264738;5
39;1891190237;5
39;152051244;2
39;842361936;4
39;1425910394;3
39;174059908X;3
39;765347989;3
40;99481243;1
40;812577566;1
40;743422007;5
40;452284236;1
40;141186070;5
40;1400034779;3
40;976694026;2
40;226025977;3
40;076032963X;1
40;743454146;5
40;072324779X;4
40;873387805;4
40;044669567X;2
40;1400065550;2
40;618083553;3
40;141183535;3
40;080283972X;5
40;970312539;1
40;688172245;3
40;152054472;4
40;451208641;4
40;435233394;5
40;674268636;4
40;143036831;5
40;425195481;1
40;451219368;5
40;374271070;2
40;689716044;4
40;470038322;4
40;676977111;3
41;425205592;3
41;99748614;4
41;99410354;4
41;067973547X;5
41;64405850;5
41;805832890;3
41;575073357;5
41;64435261;5
41;143038109;5
41;441444253;4
41;761545646;3
41;752853694;3
41;031298166X;1
41;452276969;2
41;61127914;5
41;758215045;4
41;764538136;2
41;743422007;5
41;425213439;1
41;679801111;4
41;415183731;5
41;679759255;4
41;185984054X;5
41;393324354;2
41;440236738;3
41;812590465;2
41;671035975;4
41;1564780619;5
41;553157272;3
41;552771236;2
42;1400032806;5
42;61177598;4
42;671662341;2
42;192839705;3
42;802150454;5
42;068987040X;1
42;470045299;4
42;872201775;1
42;60502959;5
42;60516054;2
42;385495226;2
42;515136948;4
42;375760520;3
42;440241057;1
42;843947667;5
42;743223136;1
42;886776066;3
42;802138292;2
42;031213214X;3
42;786011890;3
42;1567923224;3
42;067155302X;2
42;91894603;2
42;811828034;5
42;505525534;2
42;1400065550;3
42;385497393;4
42;1585672173;2
42;807071277;4
42;684848155;4
43;553816950;3
43;534613039;3
43;395746566;5
43;413772780;3
43;140440933;2
43;679801111;3
43;1585676578;2
43;786808713;4
43;312278497;1
43;60833181;3
43;1594201005;1
43;451208641;5
43;802142710;5
43;1590526856;5
43;330419153;2
43;380809060;3
43;743227441;1
43;310252199;2
43;552548227;2
43;767908201;1
43;871136791;5
43;567044718;2
43;226307662;1
43;1566915902;1
43;7120966;4
43;425198804;4
43;1401850685;3
43;380731215;1
43;140447601;5
43;802135781;4
44;374626235;5
44;553280872;1
44;60973331;5
44;1402580355;4
44;753821869;1
44;1582404879;4
44;7119356;1
44;60589280;3
44;441012523;4
44;872860191;3
44;042519499X;4
44;380755696;4
44;805069860;3
44;425203573;2
44;321399536;1
44;1853260215;4
44;425208915;4
44;140144188;2
44;743272536;2
44;99428644;4
44;140621628;1
44;60815922;3
44;99456451;4
44;60541830;5
44;393061434;3
44;99730510;2
44;312155859;3
44;843949740;5
44;751503894;1
44;806115602;2
45;1423600762;4
45;446676438;1
45;393308197;5
45;074329730X;5
45;64435261;5
45;142003298;4
45;014062063X;2
45;60853980;3
45;067978117X;2
45;748702555;3
45;671867423;2
45;714530034;5
45;330334689;2
45;60507403;2
45;1551667436;5
45;1933045256;2
45;1598163329;1
45;373802420;1
45;441013678;4
45;006440336X;3
45;865165467;5
45;312989385;2
45;1581345275;2
45;142180041;1
45;330371223;4
45;1889032204;5
45;380809060;3
45;440234743;5
45;786808713;3
45;140396792X;1
46;802775934;1
46;142004103;1
46;1555916228;3
46;345425928;3
46;691017778;2
46;1551666723;2
46;345461673;5
46;156306301;2
46;393324818;4
46;425143325;1
46;349113009;3
46;159307543X;3
46;60788194;1
46;764136313;1
46;1932664599;1
46;552998877;5
46;1400030064;5
46;439176832;3
46;60094931;5
46;553576003;5
46;373250479;1
46;802135781;1
46;6545866;1
46;006056668X;4
46;449004139;5
46;6499627;2
46;1400033411;5
46;1416521070;3
46;1590170318;4
46;312267177;3
47;375707212;5
47;571215165;5
47;034547760X;4
47;142151043X;3
47;321209184;5
47;886776066;3
47;393924955;2
47;812574737;3
47;380725789;4
47;7149824;3
47;553576003;3
47;61094234;1
47;385333870;3
47;307335852;2
47;1416908161;5
47;1595820124;4
47;312181108;1
47;553267604;2
47;006251637X;2
47;1419954482;5
47;99421860;2
47;1563892464;5
47;1400047331;4
47;60837551;2
47;142403202;3
47;765344971;3
47;7173024;5
47;440495040;1
47;689868014;1
47;312321198;4
48;074595054X;5
48;747267456;3
48;753459647;4
48;141181281;2
48;815319665;1
48;079227363X;2
48;684856476;3
48;1405201711;3
48;385721870;5
48;786812915;3
48;044900113X;5
48;373771371;5
48;6472613;5
48;60854944;5
48;967469783;4
48;1578562589;1
48;394536495;3
48;521618746;1
48;750666005;5
48;375500723;5
48;140448071;2
48;1416524800;3
48;743418131;3
48;375823786;5
48;061861916X;1
48;312349491;1
48;375726217;1
48;99578514;5
48;778324788;2
48;312288271;2
49;330281720;2
49;679765840;5
49;014062063X;5
49;067187778X;1
49;081297106X;5
49;1400016088;5
49;385604831;2
49;385336950;1
49;1400032806;5
49;1591583667;1
49;141430577X;3
49;226307808;3
49;143039652;4
49;451203267;1
49;374529264;3
49;393324141;3
49;140447601;3
49;451456815;5
49;60777338;2
49;1593854463;1
49;787976385;1
49;60590157;3
49;241142466;2
49;802141242;2
49;873527364;4
49;393011836;1
49;553813951;3
49;031242468X;1
49;156032597;1
49;1598165763;1
50;679744479;5
50;312990715;3
50;764136313;5
50;552146781;2
50;786500735;1
50;140367438;2
50;094180755X;3
50;140441379;1
50;375725970;4
50;765344726;5
50;385497091;1
50;99458268;5
50;525467777;4
50;671035975;1
50;1584850450;5
50;375846735;5
50;486437558;1
50;764586033;1
50;765309041;5
50;068809368X;1
50;975323113;3
50;822309327;3
50;345414004;1
50;1840237872;5
50;1400030129;1
50;025320318X;5
50;922729484;4
50;310929555;1
50;441864619;5
50;199267170;5
51;440236738;3
51;449911896;4
51;590103873;2
51;6280897;4
51;743470125;5
51;067975377X;4
51;961392177;2
51;425213978;3
51;670037605;1
51;521290600;2
51;727861158;5
51;1581807740;4
51;872201937;1
51;571164668;3
51;805427775;3
51;802134904;2
51;184046268X;1
51;61140503;5
51;1400034779;4
51;1416509380;1
51;140447601;3
51;1585100374;3
51;756626366;4
51;689869037;3
51;312348649;2
51;743487559;1
51;851512283;1
51;553381547;5
51;684800705;1
51;517082454;1
52;688085873;1
52;1402714599;4
52;679722319;5
52;446579629;5
52;451216776;4
52;393963047;2
52;241003008;5
52;810992590;2
52;765342529;1
52;306808900;3
52;393323528;4
52;374271070;2
52;312369344;3
52;802135226;3
52;892817585;4
52;747575479;5
52;60930314;2
52;486249441;2
52;448435365;2
52;312940688;2
52;898709199;3
52;671877666;2
52;802139701;2
52;143038095;4
52;744004411;5
52;130887013;1
52;61312118;4
52;044651862X;3
52;345477367;4
52;1594201005;5
53;152049673;1
53;60928417;4
53;1401210619;1
53;345458567;3
53;451163087;5
53;586210687;4
53;520244958;4
53;393315118;5
53;553213555;2
53;300091699;4
53;743250451;3
53;385339593;5
53;061847790X;4
53;843951427;3
53;156031639;2
53;140247742;4
53;618083553;1
53;822216310;3
53;679776818;2
53;99481243;3
53;082942122X;3
53;142501182;2
53;009947137X;3
53;1857239709;4
53;755311515;4
53;312852533;2
53;312982011;2
53;486287599;5
53;679755489;4
53;262611333;5
54;786937793;2
54;034069291X;1
54;553588257;3
54;517229277;4
54;1567923224;1
54;425182878;1
54;1582433410;1
54;192824546;3
54;6512674;1
54;671524097;3
54;451203267;3
54;451412117;3
54;440402913;2
54;1852402873;2
54;441581056;4
54;140260897;1
54;425157709;3
54;385090021;1
54;751529818;1
54;99478447;2
54;553375261;1
54;743487567;5
54;375759867;5
54;425134350;1
54;684813785;4
54;6380832;5
54;006093266X;5
54;1401301959;1
54;824512596;5
54;067102423X;4
55;140441379;2
55;316614564;3
55;7195710;1
55;571224385;3
55;345457749;3
55;330347764;2
55;131494848;2
55;886774004;5
55;747553661;5
55;415183731;4
55;1400032814;4
55;140284125;2
55;373870280;4
55;60004509;3
55;679838864;5
55;393974294;5
55;395291305;4
55;822205106;3
55;520234413;5
55;743261984;4
55;61150142;4
55;743454537;5
55;019280197X;4
55;671741039;5
55;762408286;3
55;441014453;1
55;972018417;1
55;425185508;3
55;312970749;5
55;812971426;2
56;879074493;4
56;553587242;2
56;763625892;5
56;61015628;4
56;312194404;3
56;618380442;4
56;836218523;5
56;449149919;3
56;031026345X;1
56;671524097;5
56;552148105;3
56;60582502;3
56;1581807597;5
56;517146487;5
56;140447970;2
56;140364757;3
56;6380832;5
56;055381706X;1
56;345463099;2
